NAME      ,NATIONAL,KANTO,JOHTO,HOENN,TYPE 1  ,TYPE 2  ,SPECIES NAME        ,HEIGHT,WEIGHT,ABILITY 1    ,ABILITY 2    ,HIDDEN ABILITY,HP,ATK,DEF,SPATK,SPDEF,SPEED,CATCH,FRIENDLY,EXP GIVEN,GROWTH,EGG 1        ,EGG 2     ,GENDER,EGG CYCLES,BABY,HP ,ATK,DEF,SPATK,SPDEF,SPEED,TOTAL,BODY              ,COLOR ,DESCRIPTION,FEMALE SPRITE
Dusclops  ,356     ,     ,     ,149  ,Ghost   ,        ,Beckon Pokémon      ,1.60  ,30.60 ,Pressure     ,             ,Frisk         ,0 ,0  ,1  ,0    ,1    ,0    ,90   ,35      ,159      ,FA    ,Indeterminate,          ,0.5   ,25        ,0   ,40 ,70 ,130,60   ,130  ,25   ,455  ,Androform         ,Black ,           ,FALSE
Tropius   ,357     ,     ,     ,150  ,Grass   ,Flying  ,Fruit Pokémon       ,2.00  ,100.00,Chlorophyll  ,Solar Power  ,Harvest       ,2 ,0  ,0  ,0    ,0    ,0    ,200  ,70      ,161      ,SL    ,Plant        ,Monster   ,0.5   ,25        ,0   ,99 ,68 ,83 ,72   ,87   ,51   ,460  ,Quadruped         ,Green ,           ,FALSE
Chimecho  ,358     ,     ,     ,151  ,Psychic ,        ,Wind Chime Pokémon  ,0.60  ,1.00  ,Levitate     ,             ,              ,0 ,0  ,0  ,1    ,1    ,0    ,45   ,70      ,149      ,FA    ,Indeterminate,          ,0.5   ,25        ,0   ,65 ,50 ,70 ,95   ,80   ,65   ,425  ,Brachiocephaloform,Blue  ,           ,FALSE
Absol     ,359     ,     ,     ,152  ,Dark    ,        ,Disaster Pokémon    ,1.20  ,47.00 ,Pressure     ,Super Luck   ,Justified     ,0 ,2  ,0  ,0    ,0    ,0    ,30   ,35      ,163      ,MS    ,Ground       ,          ,0.5   ,25        ,0   ,65 ,130,60 ,75   ,60   ,75   ,465  ,Quadruped         ,White ,           ,FALSE
Wynaut    ,360     ,     ,     ,160  ,Psychic ,        ,Bright Pokémon      ,0.60  ,14.00 ,Shadow Tag   ,             ,Telepathy     ,1 ,0  ,0  ,0    ,0    ,0    ,125  ,70      ,52       ,MF    ,Undiscovered ,          ,0.5   ,20        ,1   ,95 ,23 ,48 ,23   ,48   ,23   ,260  ,Androcaudal       ,Blue  ,           ,FALSE
Snorunt   ,361     ,     ,     ,171  ,Ice     ,        ,Snow Hat Pokémon    ,0.70  ,16.80 ,Inner Focus  ,Ice Body     ,Moody         ,1 ,0  ,0  ,0    ,0    ,0    ,190  ,70      ,60       ,MF    ,Mineral      ,Fairy     ,0.5   ,20        ,0   ,50 ,50 ,50 ,50   ,50   ,50   ,300  ,Androform         ,Gray  ,           ,FALSE
Glalie    ,362     ,     ,     ,172  ,Ice     ,        ,Face Pokémon        ,1.50  ,256.50,Inner Focus  ,Ice Body     ,Moody         ,2 ,0  ,0  ,0    ,0    ,0    ,75   ,70      ,168      ,MF    ,Mineral      ,Fairy     ,0.5   ,20        ,0   ,80 ,80 ,80 ,80   ,80   ,80   ,480  ,Cephaloform       ,Gray  ,           ,FALSE
Spheal    ,363     ,     ,     ,173  ,Ice     ,Water   ,Clap Pokémon        ,0.80  ,39.50 ,Thick Fat    ,Ice Body     ,Oblivious     ,1 ,0  ,0  ,0    ,0    ,0    ,255  ,70      ,58       ,MS    ,Ground       ,Water1    ,0.5   ,20        ,0   ,70 ,40 ,50 ,55   ,50   ,25   ,290  ,Pinniped          ,Blue  ,           ,FALSE
Sealeo    ,364     ,     ,     ,174  ,Ice     ,Water   ,Ball Roll Pokémon   ,1.10  ,87.60 ,Thick Fat    ,Ice Body     ,Oblivious     ,2 ,0  ,0  ,0    ,0    ,0    ,120  ,70      ,144      ,MS    ,Ground       ,Water1    ,0.5   ,20        ,0   ,90 ,60 ,70 ,75   ,70   ,45   ,410  ,Pinniped          ,Blue  ,           ,FALSE
Walrein   ,365     ,     ,     ,175  ,Ice     ,Water   ,Ice Break Pokémon   ,1.40  ,150.60,Thick Fat    ,Ice Body     ,Oblivious     ,3 ,0  ,0  ,0    ,0    ,0    ,45   ,70      ,239      ,MS    ,Ground       ,Water1    ,0.5   ,20        ,0   ,110,80 ,90 ,95   ,90   ,65   ,530  ,Quadruped         ,Blue  ,           ,FALSE
Clamperl  ,366     ,     ,     ,176  ,Water   ,        ,Bivalve Pokémon     ,0.40  ,52.50 ,Shell Armor  ,             ,Rattled       ,0 ,0  ,1  ,0    ,0    ,0    ,255  ,70      ,69       ,ER    ,Water1       ,          ,0.5   ,20        ,0   ,35 ,64 ,85 ,74   ,55   ,32   ,345  ,Cephaloform       ,Blue  ,           ,FALSE
Huntail   ,367     ,     ,     ,177  ,Water   ,        ,Deep Sea Pokémon    ,1.70  ,27.00 ,Swift Swim   ,             ,Water Veil    ,0 ,1  ,1  ,0    ,0    ,0    ,60   ,70      ,170      ,ER    ,Water1       ,          ,0.5   ,20        ,0   ,55 ,104,105,94   ,75   ,52   ,485  ,Serpentine        ,Blue  ,           ,FALSE
Gorebyss  ,368     ,     ,     ,178  ,Water   ,        ,South Sea Pokémon   ,1.80  ,22.60 ,Swift Swim   ,             ,Hydration     ,0 ,0  ,0  ,2    ,0    ,0    ,60   ,70      ,170      ,ER    ,Water1       ,          ,0.5   ,20        ,0   ,55 ,84 ,105,114  ,75   ,52   ,485  ,Serpentine        ,Pink  ,           ,FALSE
Relicanth ,369     ,     ,     ,179  ,Water   ,Rock    ,Longevity Pokémon   ,1.00  ,23.40 ,Swift Swim   ,Rock Head    ,Sturdy        ,1 ,0  ,1  ,0    ,0    ,0    ,25   ,70      ,170      ,SL    ,Water2       ,Water1    ,0.875 ,40        ,0   ,100,90 ,130,45   ,65   ,55   ,485  ,Pinniped          ,Gray  ,           ,TRUE
Luvdisc   ,370     ,     ,     ,183  ,Water   ,        ,Rendezvous Pokémon  ,0.60  ,8.70  ,Swift Swim   ,             ,Hydration     ,0 ,0  ,0  ,0    ,0    ,1    ,225  ,70      ,116      ,FA    ,Water2       ,          ,0.25  ,20        ,0   ,43 ,30 ,55 ,40   ,65   ,97   ,330  ,Pinniped          ,Pink  ,           ,FALSE
Bagon     ,371     ,     ,     ,187  ,Dragon  ,        ,Rock Head Pokémon   ,0.60  ,42.10 ,Rock Head    ,             ,Sheer Force   ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,35      ,60       ,SL    ,Dragon       ,          ,0.5   ,40        ,0   ,45 ,75 ,60 ,40   ,30   ,50   ,300  ,Androform         ,Blue  ,           ,FALSE
Shelgon   ,372     ,     ,     ,188  ,Dragon  ,        ,Endurance Pokémon   ,1.10  ,110.50,Rock Head    ,             ,Overcoat      ,0 ,0  ,2  ,0    ,0    ,0    ,45   ,35      ,147      ,SL    ,Dragon       ,          ,0.5   ,40        ,0   ,65 ,95 ,100,60   ,50   ,50   ,420  ,Quadruped         ,White ,           ,FALSE
Salamence ,373     ,     ,     ,189  ,Dragon  ,Flying  ,Dragon Pokémon      ,1.50  ,102.60,Intimidate   ,             ,Moxie         ,0 ,3  ,0  ,0    ,0    ,0    ,45   ,35      ,270      ,SL    ,Dragon       ,          ,0.5   ,40        ,0   ,95 ,135,80 ,110  ,80   ,100  ,600  ,Quadruped         ,Blue  ,           ,FALSE
Beldum    ,374     ,     ,     ,190  ,Psychic ,Steel   ,Iron Ball Pokémon   ,0.60  ,95.20 ,Clear Body   ,             ,Light Metal   ,0 ,0  ,1  ,0    ,0    ,0    ,3    ,35      ,60       ,SL    ,Mineral      ,          ,-1    ,40        ,0   ,40 ,55 ,80 ,35   ,60   ,30   ,300  ,Somatoid          ,Blue  ,           ,FALSE
Metang    ,375     ,     ,     ,191  ,Psychic ,Steel   ,Iron Claw Pokémon   ,1.20  ,202.50,Clear Body   ,             ,Light Metal   ,0 ,0  ,2  ,0    ,0    ,0    ,3    ,35      ,147      ,SL    ,Mineral      ,          ,-1    ,40        ,0   ,60 ,75 ,100,55   ,80   ,50   ,420  ,Brachiocephaloform,Blue  ,           ,FALSE
Metagross ,376     ,     ,     ,192  ,Psychic ,Steel   ,Iron Leg Pokémon    ,1.60  ,550.00,Clear Body   ,             ,Light Metal   ,0 ,0  ,3  ,0    ,0    ,0    ,3    ,35      ,270      ,SL    ,Mineral      ,          ,-1    ,40        ,0   ,80 ,135,130,95   ,90   ,70   ,600  ,Zooid             ,Blue  ,           ,FALSE
Regirock  ,377     ,     ,     ,193  ,Rock    ,        ,Rock Peak Pokémon   ,1.70  ,230.00,Clear Body   ,             ,Sturdy        ,0 ,0  ,3  ,0    ,0    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,80 ,100,200,50   ,100  ,50   ,580  ,Androform         ,Brown ,           ,FALSE
Regice    ,378     ,     ,     ,194  ,Ice     ,        ,Iceberg Pokémon     ,1.80  ,175.00,Clear Body   ,             ,Ice Body      ,0 ,0  ,0  ,0    ,3    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,80 ,50 ,100,100  ,200  ,50   ,580  ,Androform         ,Blue  ,           ,FALSE
Registeel ,379     ,     ,     ,195  ,Steel   ,        ,Iron Pokémon        ,1.90  ,205.00,Clear Body   ,             ,Light Metal   ,0 ,0  ,2  ,0    ,1    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,80 ,75 ,150,75   ,150  ,50   ,580  ,Androform         ,Gray  ,           ,FALSE
Latias    ,380     ,     ,     ,196  ,Psychic ,Dragon  ,Eon Pokémon         ,1.40  ,40.00 ,Levitate     ,             ,              ,0 ,0  ,0  ,0    ,3    ,0    ,3    ,90      ,270      ,SL    ,Undiscovered ,          ,0     ,120       ,0   ,80 ,80 ,90 ,110  ,130  ,110  ,600  ,Diplopterygotus   ,Red   ,           ,FALSE
Latios    ,381     ,     ,     ,197  ,Psychic ,Dragon  ,Eon Pokémon         ,2.00  ,60.00 ,Levitate     ,             ,              ,0 ,0  ,0  ,3    ,0    ,0    ,3    ,90      ,270      ,SL    ,Undiscovered ,          ,1     ,120       ,0   ,80 ,90 ,80 ,130  ,110  ,110  ,600  ,Diplopterygotus   ,Blue  ,           ,FALSE
Kyogre    ,382     ,     ,     ,198  ,Water   ,        ,Sea Basin Pokémon   ,4.50  ,352.00,Drizzle      ,             ,              ,0 ,0  ,0  ,3    ,0    ,0    ,3    ,0       ,302      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,100,100,90 ,150  ,140  ,90   ,670  ,Pinniped          ,Blue  ,           ,FALSE
Groudon   ,383     ,     ,     ,199  ,Ground  ,        ,Continent Pokémon   ,3.50  ,950.00,Drought      ,             ,              ,0 ,3  ,0  ,0    ,0    ,0    ,3    ,0       ,302      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,100,150,140,100  ,90   ,90   ,670  ,Androcaudal       ,Red   ,           ,FALSE
Rayquaza  ,384     ,     ,     ,200  ,Dragon  ,Flying  ,Sky High Pokémon    ,7.00  ,206.50,Air Lock     ,             ,              ,0 ,2  ,0  ,1    ,0    ,0    ,45   ,0       ,306      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,105,150,90 ,150  ,90   ,95   ,680  ,Serpentine        ,Green ,           ,FALSE
Jirachi   ,385     ,     ,     ,201  ,Psychic ,Steel   ,Wish Pokémon        ,0.30  ,1.10  ,Serene Grace ,             ,              ,3 ,0  ,0  ,0    ,0    ,0    ,3    ,100     ,270      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,100,100,100,100  ,100  ,100  ,600  ,Androform         ,Yellow,           ,FALSE
Deoxys    ,386     ,     ,     ,202  ,Psychic ,        ,DNA Pokémon         ,1.70  ,60.80 ,Pressure     ,             ,              ,0 ,1  ,0  ,1    ,0    ,1    ,3    ,0       ,270      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,50 ,150,50 ,150  ,50   ,150  ,600  ,Androform         ,Red   ,           ,FALSE
Deoxys    ,386     ,     ,     ,202  ,Psychic ,        ,DNA Pokémon         ,1.70  ,60.80 ,Pressure     ,             ,              ,0 ,2  ,0  ,1    ,0    ,0    ,3    ,0       ,270      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,50 ,180,20 ,180  ,20   ,150  ,600  ,Androform         ,Red   ,           ,
Deoxys    ,386     ,     ,     ,202  ,Psychic ,        ,DNA Pokémon         ,1.70  ,60.80 ,Pressure     ,             ,              ,0 ,0  ,2  ,0    ,1    ,0    ,3    ,0       ,270      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,50 ,70 ,160,70   ,160  ,90   ,600  ,Androform         ,Red   ,           ,
Deoxys    ,386     ,     ,     ,202  ,Psychic ,        ,DNA Pokémon         ,1.70  ,60.80 ,Pressure     ,             ,              ,0 ,0  ,0  ,0    ,0    ,3    ,3    ,0       ,270      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,50 ,95 ,90 ,95   ,90   ,180  ,600  ,Androform         ,Red   ,           ,
